x,y,text
57,181," SALES-APP 52 ——
"
12,202,"ee ~—o , oe =
"
109,213,"gin. 53 public void setFirstName(String firstName) { =
"
0,233,"ae ncaa 54 this.firstName = firstName; =
"
111,269,"Y myapp = 3 ——
"
120,295,"© a0p 56 a
"
13,304,"&@ ¥ logging 57 public String getLastName() { =
"
134,340,"© LoggingAspectjava 58 return lastName;
"
121,365,"> config
"
119,367,"saeman rai } Tuesday, December 10
"
124,410,"(© AbstractAuditingEntityjava e e S
"
124,412,"le Aukeyis a public Cestiee desttione (eine lastName) { foe quenttintiteerm
"
124,446,"© Cardjava a ae ee = oot 05:07 PM
"
174,474,"— return this;
"
124,479,"ace es 7 has started the Live Share
"
124,495,"© Debitjava } —
"
124,522,"(© package-infojava 65
"
124,545,"JO PersistontAuditEventjava 66 public void setLastName(String lastName) { gsimha 05:09 PM
"
117,563,"|© Productjava 67 this.lastName = lastName; _. .
"
124,587,"© Receiptjava 68 7 has joined the Live Share
"
124,615,"(© Stockltemjava 69 r session
"
124,640,"(© Userjava 70 i i i
"
170,645,"E public String getEmail() { : 5;
"
121,653,"> repository zu return email; Fl cares
"
121,682,"> security os } has left the Live Share session |
"
121,710,"> service
"
137,723,"ae a blic Cashi il(stri il) {
"
117,751,"AA ee public Cashier email(String emai 3
"
57,759,"even 3 Cteac areas Message Live Share Chat
"
0,790,"$3 a 76 return this;
"
57,816,"> LIVE SHARE
"
10,2,"™J File Edit Selection View Go Debug Terminal Help package-infojava - sales-app - Visual Studio Code —- Oo x
"
13,37,"& SEARCH 0 F B_ © Gshierjava @ © package-infojava X uae = Live Share Chat one
"
206,66,"RE) x? main > java > com > mycompany > myapp > domain > © package-infajava
"
56,74,"e Userd a) /** se
"
0,89,"| FR rec = & 2] | * JPA domain objects.
"
0,138,"te 62 results in 19 files 3 */
"
65,169,"© BE mvnw.cmd 1 4] package com.mycompany.myapp.domain; 4
"
91,190,"@REM Execute a user defined... 5
"
12,202,"WW vo package-lockjson 5
"
91,236,"“github-username"": {
"
8,250,"BS registry. npmfs.org/aithub iname/).
"
90,282,"/github-usernamp/-/github-usemam...
"
14,285,"@ i ar ""04.0.0"",
"
23,319,"e: “github-usermame”: ""44.0.0"",
"
65,355,"Y & pomxml @
"
87,370,"-<lisername>salesApp</username> Tuesday, December 10
"
91,398,"<userame>salesApp</useiname>
"
65,422," @ Dockerfile src\main\docker 3 ="" eye.code@outlook.com
"
90,432,"# Add a jhipster user to run our appli... re 05:07 PM
"
91,465,"RUN adduser -D -s /bin/sh jhipster ” .
"
90,484,"USER jhipster has started the Live Share
"
65,512," ! postgresqlyml src\main\docker Session
"
90,535,"~ POSTGRES_USER=salesApp
"
65,551,"Y © CacheConfigurationjava src\.. 6 FA gsimha 05:09 PM
"
79,577,"mycompany.myapp.repository.UserR... has joined the Live Share |
"
84,599,"repository.UserRepository.USERS BY... i
"
1404,619,"session
"
91,628,"mycompany.myapp.repository.UserR...
"
231,647,"ee Fl gsimha 05:17 PM
"
82,678,"commyompanyyepe domain IE has left the Live Share session |
"
65,723,"© © Constants java src\main\javaic... (2
"
90,744,"static final String ANONYMOUS USE... a
"
131,751,"eee Sane Message Live Share Chat
"
12,791,"3 > © SecurityConfigurationjava sr.../12)
"
66,815,"> © Userjava src\main\java\com\...
"
10,2,"J File Edit Selection View Go Debug Terminal Help package-info,java - sales-app - Visual Studio Code - o x
"
13,38,"& SEARCH S&S FR A © Cashierjava @ — © package-infojava X ti ) + | = liveShare Chat x oo
"
77,66,"=e = RSP) x? main > java > com > mycompany > myapp > domain > © package-infajava
"
56,97,"v af /** se
"
0,89,"| Fic © 2] | * JPA domain objects.
"
14,141,"%® 3 ay,
"
307,170,"h 4] package com.mycompany.myapp.domain; i
"
28,198,"a 5
"
26,254,"5
"
12,259,"&
"
14,308,"&
"
1355,376,"Tuesday, December 10
"
1351,424,"ae eye.code@outlook.com
"
1371,453,"="" 05:07 PM
"
1404,484,"has started the Live Share
"
1404,512,"session
"
1380,555,"| gsimha 05:09 PM
"
1404,587,"has joined the Live Share
"
1404,615,"session
"
1352,649,"FA gsimha 05:17 PM
"
1404,683,"has left the Live Share session |
"
1365,759,"Message Live Share Chat
"
10,2,"BF File Edit Selection View Go Debug Terminal Help @ UserService java - sales-app - Visual Studio Code = o x
"
13,38,"& SEARCH 0 S 8B _ © Gshierjava @ © UserServicejava @ ha « Live Share Chat X “
"
77,73,"= emp 5%¢ main > java > com > mycompany > myapp > service > © UserServicejava _
"
0,89,"| ou. | Ys ite
"
77,103,"Replace AB co
"
291,112,"~ 277 userRepository.delete(user) ; tie
"
12,140,"Se 179 results in 24 files 278 this.clearUserCaches (user); =;
"
65,169,"© © CacheConfigurationjava src\... @ 279 ys a=
"
91,182,"repository.UserRepository.USERS BY... >. } Ll
"
12,202,"¥ repository. UserRepository.USERS BY... |
"
352,227,"a =
"
65,237,"Y © UserRepository,java src\main\. (6 a Ss
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 792 / ; es
"
90,274,"String USERS BY LOGIN.CACHE=""u. 222 * @return a list of all the authorities jw=== Tuesday, December 10
"
14,299,"& String USERS BY_EMAIL.CACHE =""u.. 284 ef m=
"
27,321,". String USERS_BY_EMAIL.CACHE=""u., 285 | // get Authorities =e ea eye.code@outlook.com
"
91,349,"@Cacheable(cacheNames = USERS... 286 public List<String> getAuthorities() { = ™ 05:07 PM
"
91,374,"@Cacheable(cacheNames = USERS... 287 return authorityRepository.findAll().stream().map(Authority::getName) i= has started the Live Share
"
65,400,"Y © UserMapperijava sre\main\jav... .collect(Collectors.toList());  —— f
"
91,414,"public List<UserDTO> usersToUserD.. 299 } =. ot
"
90,438,"ee er usen){ 999 oe rl gsimha 05:09 PM
"
91,460,"return users stream: i i
"
91,472,"CCI ean 290 private void clearUserCaches (User user) { —— has joined the Live Share
"
65,497,"ae jcajava sr\main\java..@ 291 Objects .requireNonNull (cacheManager .getCache — cexion
"
116,516,"eas EE eu aan (UserRepository.USERS_BY_LOGIN_CACHE)) evict (user.getLogin()); om
"
91,542,"public dass [ES s : 292 Objects .requireNonNull (cacheManager .getCache = FA gsimha 05:17 PM
"
91,574,"= LoggerFactory.getlogger(UiserServ.. (UserRepository.USERS_BY_EMAIL_CACHE)).evict(user.getEmail()); — has left the Live Share session |
"
91,603,"Public UserService(UserRepository us... 293] | — } ‘Serer
"
91,620,"Page<UserDTO> getAllManagedUse.. 294] i} —— Fl gsimha 05:23 PM
"
91,649,"* Not activated users should be auto... 295, —-—"" BS -
"
186,655,"= ————— has joined the Live Share
"
91,654,"public void removeNotActivatedUser... = J |
"
81,690,"cacheManager.getCache(UserReposi... ——. eco
"
82,718,"cacheManager.getCache(UserReposi.... i
"
66,746,"> © AccountResourcejava src\m... 4 1 2
"
65,759,"Y © UsersWIControllerjava sre\mau 4 Message Live Share Chat
"
12,790,"3 Controller to authenticate users. © gsimha (1) joined the collaboration session.
"
66,815,"> © UserResourcejava src\main\j... (3)
"
10,2,"™J File. Edit Selection View Go Debug Terminal Help 1» UserServicejava - sales-app - Visual Studio Code = ox
"
13,38,"& SEARCH 0 BS A © Gshierjava @ © UserServicejava © # t) OM s+ & LiveShare Chat x oe
"
362,73,"> main > java > com > > > service > © UserService;
"
56,78,"Users Fee er Gere pam OTC oe atomue keakry Gere Cen cn teres Caves ie
"
12,92,"Pp Replace BS 268 * <p> el
"
293,121,"a aie ; : ie
"
11,124,"be oo seats na ee 269 : This is scheduled to get fired everyday, at 01:00 (am). Es ,
"
65,158,"Y © CacheConfigurationjava src\... (2 210 / a
"
91,182,"oonay sane Ee. 272 @Scheduled(cron = ""0 0 1 * * 2"") =:
"
5,198,"Bia repostonLiseRepesnoi MEE ev. 272 public void removeNotActivatedUsers() { ~
"
65,225,"V © UserRepositoryjava srcvnsin@ 273 userRepository ——
"
0,250,"ag ‘String USERS BY LOGIN.CACHE=""u.. 274 . findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus “%=-—
"
90,274,"String USERS. BY_LOGIN_CACHE = “ua. (3, ChronoUnit -DAYS)) == Tuesday, December 10
"
14,303,"@ String USERS BY EMAIL.CACHE=""u.. 275 .forEach(user -> { ma .
"
90,325,"String USERS BY EMAIL CACHE =""t 276 log.debug(""Deleting not activated for user {}"", user.getLogin() == jth, c¥e-code@outlook.com
"
91,348,"@Cacheable(cacheNames = USERS... )s =a 05:07 PM
"
140,372,"eee = 577 iiserRepository .delete(user); ge has started the Live Share
"
83,397,"vue nie 2 278 this.clearUserCaches (user) ; = session
"
350,432,"273 Hs =
"
90,444,"usersToUserDTOs(List <User> users) { eee i :
"
91,441,"—tanond of} > Bp saints 0500 om
"
91,484,"public List <User> userDTOsToUsemt.. 281 = has joined the Live Share
"
65,505,"VY © UserServicejava src\main\java... (9) 282 eae ¥ session
"
90,516,"Service class for managing. @ x 283 * @return a list of all the authorities am
"
81,551,"public class UserService { 284 */ = Fl gsimha 05:17 PM
"
91,578,"= LoggerFactorygetloggertUserSer.. 285] | // get Authoriti = has left the Live Share session |
"
91,605,"Public UserService(UserRepository us... 236 public List<String> getAuthorities() { —]
"
91,625,"eee 287 return authorityRepository.findAll().stream().map(Authority::getName) “Samm | a} gsimha 05:23 PM
"
91,651,"* Not activated should be auto. : SS - rs
"
186,661,"= a -collect(Collectors.toList()); —
"
91,654,"public void emoveNtActnateUser. 0, , ( Q) See has Joined the Live Share |
"
1249,694,"‘Lileme — — — )E Session
"
90,702,"cacheManager.getCache(UserReposi.. 5 > ea |e
"
90,725,"‘cacheManager.getCache(UserReposi...
"
66,736,"We pmuicmuciestn @ 292 private void clearUserCaches(User user) { |
"
65,753,"Y © Userwicontroterjaa sim. @ 222 Objects. requireNonNull(cacheManager..getCache ""Message Live Share Chat
"
12,784,"& Controller to authenticate users. (UserRepository.USERS BY LOGIN CACHE) ).evict(user.getLogin()); © gsimha (1) joined the collaboration session.
"
66,811,"> © UserResourcejava src\main\j... 33) 292 Objects. requireNonNull(cacheManager .getCache
"
10,2,"™J File. Edit Selection View Go Debug Terminal Help 1» UserServicejava - sales-app - Visual Studio Code = ox
"
13,38,"& SEARCH 0 S 8B _ © Gshierjava @ © UserServicejava @ eng oe Live Share Chat X “
"
77,73,"= Kemp > main > java > com > mycompany > myapp > service > © UserServicejava
"
339,75,"Ps RPC CEU GETS pee OLE Ue tut Oaat Pcuiay ue re ted an tele Gaya a
"
0,89,"| Pp Replace BS 268 * <p> —
"
76,121,"_ a 269 * This is scheduled to get fired everyday, at @1:00 (am). ie
"
8,143,"t® 179 results in 24 files 270 */ = i
"
65,166,"© CacheConfigurationjava sic\... (2) x . ==
"
91,182,"oonay sane Ee. 272 @Scheduled(cron = ""0 0 1 * * 2"") =
"
12,202,"e repostonLiseRepesnoi MRE ev. 272 public void removeNotActivatedUsers() { |
"
65,225,"©6 (eckccsyiaccee@)| 273 userRepository —
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 274 - findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus “t=
"
90,274,"String USERS_BY_LOGIN_CACHE = “u.. (3, ChronoUnit .DAYS) ) ——— Tuesday, December 10
"
14,304,"@ String USERS BY EMAILCACHE=""u.. 275 .forEach(user -> { = —
"
90,325,"String USERS BY_EMAILCACHE=""Us 276 log.debug(""Deleting not activated for user {}"", user.getLogin() ee me eye.code@outlook.com
"
91,348,"@Cacheable(cacheNames = USERS... )s ss 05:07 PM
"
140,372,"eee = 577 iiserRepository .delete(user); ee has started the Live Share
"
106,400,"ee) 278 this.clearUserCaches(user) ; ae session
"
91,421,"public List<UserDTO> usersToUserD.... a p3 =.
"
90,440,"usersToUserDTOs(List<User> users) { #2 nie “ Z
"
270,453,". ——-—- imha 05:09 PM
"
91,448,"return users.streamd pee 3 ‘te. FA roa .
"
91,484,"public List<User> userTOsToUsem(.. 282 aa has joined the Live Share
"
65,507,"VY © UserServicejava src\main\java... (9) 282 aad session
"
90,516,"Service dass for managing @ xX  —«-283 * @return a list of all the authorities ee
"
82,551,"public class UserService { 284 */] = Fl gsimha 05:17 PM
"
91,578,"= LoggerFactorygetloggertUserSer.. 285] | // get autho] = has left the Live Share session |
"
91,605,"Public UserService(UserRepository us... 236 public List<String> getAuthorities() { —]
"
87,628,"Peoes Us ONO7 getAliManagedse.. 997 return authorityRepository.findAll().stream().map(Authority::getName) “Soma: | | gsimha 05:23 PM
"
91,648,"Se .collect(Collectors.toList()); ——, has joined the Live Share
"
91,670,"public void removeNotActivatedUser... 298 } = session
"
90,699,"‘acheManager.getCache(UserReposi.. >. , — |
"
86,717,"cacheManager.getCache(UserReposi... . .
"
66,736,"We pmuicmucietn q 29° private void clearUserCaches(User user) { 5 :
"
65,757,"Y © UserWiControlierjava src\m...@ 291 Objects.requireNonNull (cacheManager .getCache Message Live Share Chat
"
0,783,"$3 Controller to authenticate Users. (UserRepository.USERS_BY_LOGIN CACHE) ).evict(user.getLogin()); © canta (1) joined the cotsboration session,
"
66,811,"> © UserResourcejava src\main\j... 33) 292 Objects .requireNonNull(cacheManager .getCache
"
10,2,"BF File Edit Selection View Go Debug Terminal Help @ UserService java - sales-app - Visual Studio Code = o x
"
13,38,"& SEARCH 0 S 8B _ © Gshierjava @ © UserServicejava @ ha « Live Share Chat X “
"
77,73,"= Kemp %¢ main > java > com > mycompany > myapp > service > © UserServicejava
"
339,75,"Ps eee CLG cee games SIA Tre Ce uct Peary Gere Cem a yee res Cay es i
"
0,89,"| Pp Replace BS 268 * <p> —
"
76,121,"_ a 269 * This is scheduled to get fired everyday, at @1:00 (am). ie
"
8,138,"te 179 results in 24 files aaa */ ——;
"
65,166,"Y © CacheConfigurationjava src\... (2 ——
"
91,174,"repay lmatepedery Tee. 272 @Scheduled(cron = ""0 0 1 * * 2"") =:
"
12,202,"e repostonLiseRepesnoi MRE ev. 272 public void removeNotActivatedUsers() { i
"
65,229,"Y © UserRepository,java sic\main\...@) 273 userRepository ——
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 274 - findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus “t=
"
90,274,"String USERS_BY_LOGIN_CACHE = “u.. (3, ChronoUnit .DAYS) ) ——— Tuesday, December 10
"
14,304,"@ String USERS_BY_EMAIL.CACHE=""u... 275 .forEach(user -> { = ;
"
90,325,"String USERS BY_EMAILCACHE=""Us 276 log.debug(""Deleting not activated for user {}"", user.getLogin() ee wh eye.code@outlook.com
"
91,348,"@Cacheable(cacheNames = USERS... )s ss 05:07 PM
"
140,374,"eee = 577 iiserRepository .delete(user); ge has started the Live Share
"
106,400,"ee) 278 this.clearUserCaches(user) ; ae session
"
91,421,"public List<UserDTO> usersToUserD.... a p3 =.
"
94,437,"errata ae se) } Z ae | gsimha 05:09 PM
"
91,460,"return users stream ‘
"
91,484,"public List<User> userTOsToUsem(.. 282 aa has joined the Live Share
"
65,507,"VY © UserServicejava src\main\java... (9) 282 Jee session
"
90,516,"Service dass for managing @ xX  —«-283 * @return a list of all the authorities ee
"
81,551,"public class UserService { 284 */ = Fl gsimha 05:17 PM
"
91,578,"= LoggerFactorygetloggertUserSer.. 285] | // get Authorities = has left the Live Share session |
"
91,605,"Public UserService(UserRepository us... 236 public List<String> getAuthorities() { —]
"
87,625,"Peoes Us ONO7 getAliManagedse.. © 997 return authorityRepository.findAll().stream().map(Authority::getName) “Som | a} gsimha 05:23 PM
"
91,652,"Se .collect(Collectors.toList()); —, has joined the Live Share
"
91,674,"public void removeNotActivatedUser... 298 } ——— f
"
125,690,"Manager.getC: (UserReposi... aa ol - Session
"
81,715,"‘cacheManager.getCache(UserReposi... . . t
"
66,736,"We pmuicmuciestn @ 292 private void clearUserCaches(User user) { |
"
65,753,"Y © User wicontroterjaa sim. @ 222 Objects. requireNonNull (cacheManager .getCache “Message Live Share Chat
"
12,781,"& Controller to authenticate HSER. (UserRepository.USERS_BY_LOGIN CACHE) ).evict(user.getLogin()); © qsimha (1) joined the collaboration session,
"
66,811,"> © UserResourcejava src\main\j... 33) 292 Objects .requireNonNull(cacheManager .getCache
"
10,2,"J File Edit Selection View Go Debug Terminal Help package-info,java - sales-app - Visual Studio Code - o x
"
13,38,"& SEARCH S&S FR A — © Cashierjava @ © package-infojava X ti ) + | = liveShare Chat x oo
"
79,66,"aE ASP) 5? main > java > com > mycompany > myapp > domain > © package-infojava
"
0,89,"| R v 1]v /** —
"
75,111,"Hepes © 2] | * JPA domain objects.
"
14,141,"%® 3 ay,
"
369,172,"4 package com.mycompany.myapp.domain; a
"
28,198,"a 5
"
26,254,"5
"
12,259,"&
"
14,308,"&
"
1355,376,"Tuesday, December 10
"
1351,424,"ae eye.code@outlook.com
"
1371,453,"="" 05:07 PM
"
1404,484,"has started the Live Share
"
1404,512,"session
"
1380,555,"| gsimha 05:09 PM
"
1404,587,"has joined the Live Share
"
1404,615,"session
"
381,636,"r
"
1356,648,"Bi gsimha 05:17 PM
"
1404,683,"has left the Live Share session |
"
1365,759,"Message Live Share Chat
"
10,2,"™J File Edit Selection View Go Debug Terminal Help package-infojava - sales-app - Visual Studio Code —- Oo x
"
13,36,"& SEARCH 0 & 8 © Gshierjava @ © package-infojava X uae = Live Share Chat ane
"
127,66,"= =) src > main > java > com > mycompany > myapp > domain > © package-infojava
"
0,76,"| User Aw fl je =
"
13,96,"FR ~ ii ae 2] | * 3PA domain objects.
"
7,139,"te 62 results in 19 files 3 */
"
65,169,"Y EE mvnwamd 1 4] package com.mycompany.myapp.domain; rq
"
91,190,"@REM Execute a user defined script... 5
"
12,202,"W vo package-lockjson 5
"
91,236,"“github-usemame"": {
"
8,250,"BS registry.npmjs.org/github-username/...
"
90,282,"/github-username/-/github-usemam...
"
14,304,"@ “github-username”: ""94.0.0"",
"
23,319,"e: “github-username"": ""4.0.0"",
"
65,355,"Y  pomxml @
"
82,370,"‘<username>salesApp </username> Tuesday, December 10
"
91,398,"<username>salesApp</username>
"
65,424,"Y # Dockerfile src\main\docker ‘4° eye.code@outlook.com
"
90,428,"# Add a jhipster user to run our appli. mo 05:07 PM
"
91,465,"RUN adduser -D -s /bin/sh jhipster ° .
"
90,484,"USER jhipster has started the Live Share
"
65,512,"Y ! postgresqlyml src\main\docker @ Session
"
90,535,"- POSTGRES_USER=salesApp .
"
65,551,"Y ! application-devym! src\main\...B FA gsimha 05:09 PM
"
90,582,"username: salesApp has joined the Live Share
"
89,601,"Gitiname session
"
65,631,"Y_ ! application-prodyml sec\mai.. @
"
91,649,"username: salesApp rl gsimha 05:17 PM
"
86,668,"username: P -
"
65,682,"ve eee ey has left the Live Share session |
"
91,720,"ROLE_USER
"
65,746," @ users_authorities.csv src\main... @) 7
"
90,759,"TE authority name Message Live Share Chat
"
0,785,"Fe ‘1GROLE_USER
"
90,812,"3:ROLE_USER
"
10,6,"‘J File Edit Selection View Go Debug Terminal Help package-infojava - sales-app - Visual Studio Code = o x
"
9,37,"rey SEARCH © B G — © Gshierjava @ © package-infojava X nage = Live Share Chat one
"
77,73,"U Kempe) 6 main > java > com > mycompany > myapp > domain > © package-infojava
"
56,80,"ee a) /** sm
"
0,89,"| P * i © 2] | * JPA domain objects.
"
14,141,"%® 3 ay,
"
369,172,"4 package com.mycompany.myapp.domain; rn
"
28,198,"a 5
"
26,254,"5
"
12,259,"&
"
14,308,"&
"
1355,376,"Tuesday, December 10
"
1351,424,"ae eye.code@outlook.com
"
1371,453,"="" 05:07 PM
"
1404,484,"has started the Live Share
"
1404,512,"session
"
1380,555,"| gsimha 05:09 PM
"
1404,587,"has joined the Live Share
"
1404,615,"session
"
1381,657,"| gsimha 05:17 PM
"
1404,683,"has left the Live Share session |
"
1365,759,"Message Live Share Chat
"
10,6,"‘J File Edit Selection View Go Debug Terminal Help package-infojava - sales-app - Visual Studio Code = o x
"
9,37,"rey SEARCH & BZ DO Gshierjava © © package-infojava X 2 @ - | = LiveShare Chat < oo
"
77,66,"=e Rem) > main > java > com > mycompany > myapp > domain > © package-infojava
"
56,97,"v a] /** a
"
0,89,"| % Replace = © 2] | * JPA domain objects.
"
14,141,"%® 3 ay,
"
369,172,"4 package com.mycompany.myapp.domain; rn
"
0,189,"cod 5
"
26,254,"8
"
12,259,"&
"
14,308,"&
"
1355,376,"Tuesday, December 10
"
1351,424,"ae eye.code@outlook.com
"
1371,453,"="" 05:07 PM
"
1404,484,"has started the Live Share
"
329,512,"h session
"
1380,555,"| gsimha 05:09 PM
"
1404,587,"has joined the Live Share
"
1404,615,"session
"
1381,657,"| gsimha 05:17 PM
"
1404,683,"has left the Live Share session |
"
1365,759,"Message Live Share Chat
"
10,6,"‘J File Edit Selection View Go Debug Terminal Help package-infojava - sales-app - Visual Studio Code = o x
"
13,37,"& SEARCH © B FD © Gashierjava @ © package-infojava X unas = Live Share Chat one
"
67,65,"Used Kempe) 6 main > java > com > mycompany > myapp > domain > © package-infojava
"
56,80,"ee a) /** sm
"
0,89,"| P ™ ie © 2] | * JPA domain objects.
"
75,147,"No results found. Review your 3 */
"
7,145,"%% settings for configured exclusions 4 ny d oan L|
"
74,176,"and check your gitignore files - Open BACAR COR By Compe By 2 Ny 2pP = Comers
"
12,197,"Bg Settings - Learn More 5
"
26,254,"5
"
12,259,"&
"
14,308,"&
"
1355,376,"Tuesday, December 10
"
1361,424,"ae eye.code@outlook.com
"
1371,453,"="" 05:07 PM
"
1404,484,"has started the Live Share
"
1404,512,"session
"
1380,555,"| gsimha 05:09 PM
"
1404,587,"has joined the Live Share
"
1404,615,"session
"
1381,657,"| gsimha 05:17 PM
"
1404,682,"has left the Live Share session |
"
1365,759,"Message Live Share Chat
"
10,3,"“J File Edit Selection View Go Debug Terminal Help ‘@ UserService java - sales-app - Visual Studio Code - oa x
"
13,38,"& SEARCH O S 8B © Gshierjava @ © UserServicejava @ noe Live Share Chat X a
"
77,73,"= ASPs? main > java > com > mycompany > myapp > service > © UserService,java -
"
0,85,"|\@F 265 ile | =
"
77,102,"poe B® a
"
82,118,". = 266 WES Here
"
4,144,"t® ik eaedleaiias 267 * Not activated UiSérs should be automatically deleted after 3 days. =
"
65,169,"Y © CacheConfigurationjava src\.. 268 ei ==
"
83,179,"repository UserRepository USERS BY... B =|
"
0,194,"ced aes 269 * This is scheduled to get fired everyday, at 01:00 (am). i
"
84,209,"repository.UserRepository.USERS_BY... oi ¥ ee
"
65,228,"© UserRepositoryjava src\main\... (6 21 / ——
"
4,245,"as String USERS BY LOGIN.CACHE=""u.. 272 @Scheduled(cron = ""@ @ 1 * * 2"") =
"
90,271,"String USERS BY LOGIN.CACHE=""u. 272 public void removeNotActivatedUsers() { == Tuesday, December 10
"
14,298,"@ String USERS BY EMAILCACHE=""u.. 273 userRepository ae
"
27,324,"* String USERS_BY_EMAIL.CACHE = “un, 274 -findAl lByAct ivatedIsFalseAndCreatedDateBefore(Instant.now().minus === wh eye.code@outlook.com
"
91,351,"@Cacheable(cacheNames = USERS... (3, ChronoUnit .DAYS) ) = ""05:07 PM
"
91,374,"@Cacheable(cacheNames = USERS... 275 -forEach(user -> { (ae has started the Live Share
"
65,400,"© © UserMapperjava sre\main\jav... @ 276 log.debug(""Deleting not activated for user {}"", user.getLogin() ""i Reon
"
91,421,"public List <UserDTO> usersToUserD... iB =
"
90,444,"ieesTolserOsLets Use ED) 77 userRepository.delete(user) ; _ gsimha 05:09 PM
"
91,456,"return users.stream( 5 e 5 ‘te = as .
"
91,475,"public List<Lser> userOTOsToUSE. 278 ; this.clearUserCaches (user) ; en has joined the Live Share
"
65,505,"Y © UserServicejava src\main\java... (@) 20 ds 7 a session
"
90,516,"Service dass for managing. @ x 280 3 ee
"
82,551,"public class UserService { 281 ae Fl gsimha 05:17 PM
"
91,577,"= Loggerfactory getLogger(UserServ.. 282 i = has left the Live Share session |
"
90,605,"public UserService(UserRepository us... 283, * @return a list of all the authorities ‘Str ——
"
91,623,"Page<UserDIO> getAliManagedUse.. 284 */ = xa gsimha 05:23 PM
"
91,652,"Ne eased EB tein” 285 || // get Authorities ———— has joined the Live Share
"
91,674,"Public void removeNotActivatedUser.. 296 public List<String> getAuthorities() { eee = eeScOn
"
90,702,"eee 687 return authorityRepository.findAll().stream().map(Authority:: getName)  —ssese=a—~
"
90,725,"cacheManager.getCache(UserReposi... fe
"
152,728,"oe * .collect(Collectors.toList()); Be
"
66,746,"> © AccountResourcejava src\m... (4a) Bae } i aaa
"
65,760,"Y © UseriWIControllerjava src\m. 4 3 Message Live Share Chat
"
14,783,"3 Controller to authenticate users. ae
"
66,806,"> © UserResourcejava sc\maini\j.. & 290 private void clearUserCaches(User user) {
"
10,6,"x File Edit Selection View Go Debug Terminal Help @ UserService java - sales-app - Visual Studio Code = o x
"
13,39,"& SEARCH 0 5 GB © Gshierjava @ © UserServicejava @ eno © Live Share Chat X a
"
77,73,"i emp SC? main > java > com > mycompany > myapp > service > © UserServicejava _
"
0,85,"| py 265 iii =
"
67,103,"Replace a8 &
"
82,118,"—— = 266 pe ee
"
15,147,"y Loe ee 267 * Not activated USérs should be automatically deleted after 3 days. ——;
"
65,169,"Y © CacheConfigurationjava sc. @) 56.9 #2 —s
"
124,181,"; p> ==
"
82,186,"repository. UserRepository.USERS_BY... is 4 eee
"
0,195,"Bia : 269 * This is scheduled to get fired everyday, at 01:00 (am). on
"
82,209,"repository.UserRepository.USERS BY... ¥ ina
"
65,228,"© UserRepositoryjava src\main\... (6 ae / ——
"
0,246,"as String USERS BY LOGIN.CACHE=""u,. 272 @Scheduled(cron = ""@ @ 1 * * 2"") =
"
90,274,"String USERS BY LOGIN.CACHE=""u. 272 public void removeNotActivatedUsers() { = Tuesday, December 10
"
14,297,"@ ‘String USERS BY_EMAILCACHE=""u.. 273 userRepository ae
"
27,323,". ‘String USERS_BY_EMAIL.CACHE=""u.. 274 -findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus (<== ma eye.code@outlook.com
"
81,344,"@Cacheable(cacheNames = USERS... (3, ChronoUnit .DAYS) ) — ~~ 05:07 PM
"
91,374,"@CacheabielcacheNames = USERS... 275 -forEach(user -> { a has started the Live Share
"
65,400,"© © UserMapperjava sre\main\jav... @ 276 log.debug(""Deleting not activated for user {}"", user.getLogin() ""Ex Gear
"
91,421,"public List<UserDTO> usersToUserD... ); =,
"
90,444,"(easter Osetra (977 userRepository.delete(user); =. gsimha 05:09 PM
"
84,460,"return users.stream() - 5 a ‘e_ . .
"
91,475,"public List<Lser> userOTOsToUSS. 278 ; this.clearUserCaches (user) ; = has joined the Live Share
"
65,505,"Y © UserServicejava src\main\java... (@) aie 15 = Session
"
90,516,"Service dass for managing L) @ x 280 3 e
"
82,551,"public class UserService { 281 — Fl gsimha 05:17 PM
"
91,578,"= LoggerFactory.getlogger(UserServ.. 282 tie = has left the Live Share session |
"
91,605,"public UserService(UserRepository us... 283 * @return a list of all the authorities Serer
"
91,625,"Page<UserDTO> getAllManagedUse.. 284 */ ae Fl gsimha 05:23 PM
"
91,652,"* Not activated users should be auto... 285] | // get Authorities — has joined the Live Share
"
91,674,"Public void removeNotActivatedUser.. 296 public List<String> getAuthorities() { ee cession
"
90,700,"ee ©6287 return authorityRepository.findAll().stream().map(Authority::getName) -sses=———
"
90,725,"cacheManager.getCache(UserReposi... a
"
152,724,"Eee * -collect(Collectors.toList()); B
"
66,746,"> © AccountResourcejava s\n... 40.4 } T eshare clu
"
65,760,"Y © UseriWIControllerjava src\m..(@ ss Message Live Share Chat
"
4,784,"Fer Controller to authenticate users. ae
"
66,806,"> © UserResourcejava sc\main\j.. 290 private void clearUserCaches(User user) {
"
10,6,"‘J File Edit Selection View Go Debug Terminal Help package-infojava - sales-app - Visual Studio Code = o x
"
